"AssemblyFileName","ClassName","Target","Severity","ProblemId","Description","Remediation"
"Az.Automation","Microsoft.Azure.Commands.Automation.Cmdlet.ExportAzureAutomationDscConfiguration","Export-AzAutomationDscConfiguration","0","1050","The parameter set 'ByAll' for cmdlet 'Export-AzAutomationDscConfiguration' has been removed.","Add parameter set 'ByAll' back to cmdlet 'Export-AzAutomationDscConfiguration'."
"Az.Automation","Microsoft.Azure.Commands.Automation.Cmdlet.GetAzureAutomationCertificate","Get-AzAutomationCertificate","0","1050","The parameter set 'ByAll' for cmdlet 'Get-AzAutomationCertificate' has been removed.","Add parameter set 'ByAll' back to cmdlet 'Get-AzAutomationCertificate'."
"Az.Automation","Microsoft.Azure.Commands.Automation.Cmdlet.GetAzureAutomationDscConfiguration","Get-AzAutomationDscConfiguration","0","1050","The parameter set 'ByAll' for cmdlet 'Get-AzAutomationDscConfiguration' has been removed.","Add parameter set 'ByAll' back to cmdlet 'Get-AzAutomationDscConfiguration'."
"Az.Automation","Microsoft.Azure.Commands.Automation.Cmdlet.GetAzureAutomationConnection","Get-AzAutomationConnection","0","1050","The parameter set 'ByAll' for cmdlet 'Get-AzAutomationConnection' has been removed.","Add parameter set 'ByAll' back to cmdlet 'Get-AzAutomationConnection'."
"Az.Automation","Microsoft.Azure.Commands.Automation.Cmdlet.GetAzureAutomationCredential","Get-AzAutomationCredential","0","1050","The parameter set 'ByAll' for cmdlet 'Get-AzAutomationCredential' has been removed.","Add parameter set 'ByAll' back to cmdlet 'Get-AzAutomationCredential'."
"Az.Automation","Microsoft.Azure.Commands.Automation.Cmdlet.GetAzureAutomationDscNodeConfigurationDeploymentSchedule","Get-AzAutomationDscNodeConfigurationDeploymentSchedule","0","1050","The parameter set 'ByAll' for cmdlet 'Get-AzAutomationDscNodeConfigurationDeploymentSchedule' has been removed.","Add parameter set 'ByAll' back to cmdlet 'Get-AzAutomationDscNodeConfigurationDeploymentSchedule'."
"Az.Automation","Microsoft.Azure.Commands.Automation.Cmdlet.GetAzureAutomationHybridWorkerGroup","Get-AzAutomationHybridWorkerGroup","0","1050","The parameter set 'ByAll' for cmdlet 'Get-AzAutomationHybridWorkerGroup' has been removed.","Add parameter set 'ByAll' back to cmdlet 'Get-AzAutomationHybridWorkerGroup'."
"Az.Automation","Microsoft.Azure.Commands.Automation.Cmdlet.GetAzureAutomationModule","Get-AzAutomationModule","0","1050","The parameter set 'ByAll' for cmdlet 'Get-AzAutomationModule' has been removed.","Add parameter set 'ByAll' back to cmdlet 'Get-AzAutomationModule'."
"Az.Automation","Microsoft.Azure.Commands.Automation.Cmdlet.GetAzureAutomationRunbook","Get-AzAutomationRunbook","0","1050","The parameter set 'ByAll' for cmdlet 'Get-AzAutomationRunbook' has been removed.","Add parameter set 'ByAll' back to cmdlet 'Get-AzAutomationRunbook'."
"Az.Automation","Microsoft.Azure.Commands.Automation.Cmdlet.GetAzureAutomationSchedule","Get-AzAutomationSchedule","0","1050","The parameter set 'ByAll' for cmdlet 'Get-AzAutomationSchedule' has been removed.","Add parameter set 'ByAll' back to cmdlet 'Get-AzAutomationSchedule'."
"Az.Automation","Microsoft.Azure.Commands.Automation.Cmdlet.GetAzureAutomationScheduledRunbook","Get-AzAutomationScheduledRunbook","0","1050","The parameter set 'ByAll' for cmdlet 'Get-AzAutomationScheduledRunbook' has been removed.","Add parameter set 'ByAll' back to cmdlet 'Get-AzAutomationScheduledRunbook'."
"Az.Automation","Microsoft.Azure.Commands.Automation.Cmdlet.GetAzureAutomationVariable","Get-AzAutomationVariable","0","1050","The parameter set 'ByAll' for cmdlet 'Get-AzAutomationVariable' has been removed.","Add parameter set 'ByAll' back to cmdlet 'Get-AzAutomationVariable'."
"Az.Automation","Microsoft.Azure.Commands.Automation.Cmdlet.GetAzureAutomationWebhook","Get-AzAutomationWebhook","0","1050","The parameter set 'ByAll' for cmdlet 'Get-AzAutomationWebhook' has been removed.","Add parameter set 'ByAll' back to cmdlet 'Get-AzAutomationWebhook'."
"Az.Automation","Microsoft.Azure.Commands.Automation.Cmdlet.ImportAzureAutomationDscNodeConfiguration","Import-AzAutomationDscNodeConfiguration","0","1050","The parameter set 'ByAll' for cmdlet 'Import-AzAutomationDscNodeConfiguration' has been removed.","Add parameter set 'ByAll' back to cmdlet 'Import-AzAutomationDscNodeConfiguration'."
"Az.Automation","Microsoft.Azure.Commands.Automation.Cmdlet.RegisterAzureAutomationScheduledRunbook","Register-AzAutomationScheduledRunbook","0","1050","The parameter set 'ByRunbookName' for cmdlet 'Register-AzAutomationScheduledRunbook' has been removed.","Add parameter set 'ByRunbookName' back to cmdlet 'Register-AzAutomationScheduledRunbook'."
"Az.Automation","Microsoft.Azure.Commands.Automation.Cmdlet.GetAzureAutomationSoftwareUpdateConfiguration","Get-AzAutomationSoftwareUpdateConfiguration","0","1050","The parameter set 'ByAll' for cmdlet 'Get-AzAutomationSoftwareUpdateConfiguration' has been removed.","Add parameter set 'ByAll' back to cmdlet 'Get-AzAutomationSoftwareUpdateConfiguration'."
