"Az.Accounts","System.Threading.Tasks.Extensions","4.2.0.0","Azure.Core","0","3000","Missing assembly System.Threading.Tasks.Extensions referenced from Azure.Core","Ensure that the assembly is included in the Wix file or directory"
"Az.Accounts","System.Threading.Tasks.Extensions","4.2.0.0","Azure.Identity","0","3000","Missing assembly System.Threading.Tasks.Extensions referenced from Azure.Identity","Ensure that the assembly is included in the Wix file or directory"
"Az.Accounts","System.Text.Encodings.Web","4.0.4.0","Azure.Identity","0","3000","Missing assembly System.Text.Encodings.Web referenced from Azure.Identity","Ensure that the assembly is included in the Wix file or directory"
"Az.Accounts","System.Threading.Tasks.Extensions","4.2.0.0","Microsoft.Azure.PowerShell.Authenticators","0","3000","Missing assembly System.Threading.Tasks.Extensions referenced from Microsoft.Azure.PowerShell.Authenticators","Ensure that the assembly is included in the Wix file or directory"
"Az.Accounts","System.Threading.Tasks.Extensions","4.2.0.0","Microsoft.Bcl.AsyncInterfaces","0","3000","Missing assembly System.Threading.Tasks.Extensions referenced from Microsoft.Bcl.AsyncInterfaces","Ensure that the assembly is included in the Wix file or directory"
"Az.Accounts","System.Runtime.CompilerServices.Unsafe","4.0.4.0","Microsoft.Extensions.Primitives","0","3000","Missing assembly System.Runtime.CompilerServices.Unsafe referenced from Microsoft.Extensions.Primitives","Ensure that the assembly is included in the Wix file or directory"
"Az.Accounts","System.Net.HttpListener","4.0.1.0","Microsoft.Identity.Client","0","3000","Missing assembly System.Net.HttpListener referenced from Microsoft.Identity.Client","Ensure that the assembly is included in the Wix file or directory"
"Az.Accounts","System.Net.ServicePoint","4.0.1.0","Microsoft.Identity.Client","0","3000","Missing assembly System.Net.ServicePoint referenced from Microsoft.Identity.Client","Ensure that the assembly is included in the Wix file or directory"
"c:\workspace\powershell\src\Package\Debug\ResourceManager\AzureResourceManager\Az.Advisor","Microsoft.Win32.Registry","4.1.1.0","System.Management.Automation","0","3000","Missing assembly Microsoft.Win32.Registry referenced from System.Management.Automation","Ensure that the assembly is included in the Wix file or directory"
"c:\workspace\powershell\src\Package\Debug\ResourceManager\AzureResourceManager\Az.Advisor","Microsoft.PowerShell.CoreCLR.Eventing","6.1.0.0","System.Management.Automation","0","3000","Missing assembly Microsoft.PowerShell.CoreCLR.Eventing referenced from System.Management.Automation","Ensure that the assembly is included in the Wix file or directory"
"Az.Aks","Microsoft.Win32.Registry","4.1.1.0","System.Management.Automation","0","3000","Missing assembly Microsoft.Win32.Registry referenced from System.Management.Automation","Ensure that the assembly is included in the Wix file or directory"
"Az.Aks","Microsoft.PowerShell.CoreCLR.Eventing","6.1.0.0","System.Management.Automation","0","3000","Missing assembly Microsoft.PowerShell.CoreCLR.Eventing referenced from System.Management.Automation","Ensure that the assembly is included in the Wix file or directory"
"Az.AnalysisServices","Microsoft.Win32.Registry","4.1.1.0","System.Management.Automation","0","3000","Missing assembly Microsoft.Win32.Registry referenced from System.Management.Automation","Ensure that the assembly is included in the Wix file or directory"
"Az.AnalysisServices","Microsoft.PowerShell.CoreCLR.Eventing","6.1.0.0","System.Management.Automation","0","3000","Missing assembly Microsoft.PowerShell.CoreCLR.Eventing referenced from System.Management.Automation","Ensure that the assembly is included in the Wix file or directory"
"Az.ApiManagement","Microsoft.Win32.Registry","4.1.1.0","System.Management.Automation","0","3000","Missing assembly Microsoft.Win32.Registry referenced from System.Management.Automation","Ensure that the assembly is included in the Wix file or directory"
