"Module","ClassName","Target","Severity","ProblemId","Description","Remediation"
"Az.Accounts","Microsoft.Azure.Commands.Profile.Context.RemoveAzureRmContext","Remove-AzContext","0","2000","The cmdlet 'Remove-AzContext' no longer supports the parameter 'Name' and no alias was found for the original parameter name.","Add the parameter 'Name' back to the cmdlet 'Remove-AzContext', or add an alias to the original parameter name."
"Az.Accounts","Microsoft.Azure.Commands.Profile.Context.RemoveAzureRmContext","Remove-AzContext","0","1050","The parameter set 'RemoveByName' for cmdlet 'Remove-AzContext' has been removed.","Add parameter set 'RemoveByName' back to cmdlet 'Remove-AzContext'."
"Az.Accounts","Microsoft.Azure.Commands.Profile.Context.RenameAzureRmContext","Rename-AzContext","0","2000","The cmdlet 'Rename-AzContext' no longer supports the parameter 'SourceName' and no alias was found for the original parameter name.","Add the parameter 'SourceName' back to the cmdlet 'Rename-AzContext', or add an alias to the original parameter name."
"Az.Accounts","Microsoft.Azure.Commands.Profile.Context.RenameAzureRmContext","Rename-AzContext","0","2000","The cmdlet 'Rename-AzContext' no longer supports the parameter 'TargetName' and no alias was found for the original parameter name.","Add the parameter 'TargetName' back to the cmdlet 'Rename-AzContext', or add an alias to the original parameter name."
"Az.Accounts","Microsoft.Azure.Commands.Profile.Context.RenameAzureRmContext","Rename-AzContext","0","1050","The parameter set 'RenameByInputObject' for cmdlet 'Rename-AzContext' has been removed.","Add parameter set 'RenameByInputObject' back to cmdlet 'Rename-AzContext'."
"Az.Accounts","Microsoft.Azure.Commands.Profile.Context.RenameAzureRmContext","Rename-AzContext","0","1050","The parameter set '__AllParameterSets' for cmdlet 'Rename-AzContext' has been removed.","Add parameter set '__AllParameterSets' back to cmdlet 'Rename-AzContext'."
"Az.Accounts","Microsoft.Azure.Commands.Profile.Context.RenameAzureRmContext","Rename-AzContext","0","1050","The parameter set 'RenameByName' for cmdlet 'Rename-AzContext' has been removed.","Add parameter set 'RenameByName' back to cmdlet 'Rename-AzContext'."
"Az.Accounts","Microsoft.Azure.Commands.Profile.Context.SelectAzureRmContext","Select-AzContext","0","2000","The cmdlet 'Select-AzContext' no longer supports the parameter 'Name' and no alias was found for the original parameter name.","Add the parameter 'Name' back to the cmdlet 'Select-AzContext', or add an alias to the original parameter name."
"Az.Accounts","Microsoft.Azure.Commands.Profile.Context.SelectAzureRmContext","Select-AzContext","0","1050","The parameter set 'SelectByName' for cmdlet 'Select-AzContext' has been removed.","Add parameter set 'SelectByName' back to cmdlet 'Select-AzContext'."
"Az.Accounts","Microsoft.Azure.Commands.Common.Authentication.Config.ClearConfigCommand","Clear-AzConfig","0","2000","The cmdlet 'Clear-AzConfig' no longer supports the parameter 'DisableErrorRecordsPersistence' and no alias was found for the original parameter name.","Add the parameter 'DisableErrorRecordsPersistence' back to the cmdlet 'Clear-AzConfig', or add an alias to the original parameter name."
"Az.Accounts","Microsoft.Azure.Commands.Common.Authentication.Config.ClearConfigCommand","Clear-AzConfig","0","1050","The parameter set 'ClearByKey' for cmdlet 'Clear-AzConfig' has been removed.","Add parameter set 'ClearByKey' back to cmdlet 'Clear-AzConfig'."
"Az.Accounts","Microsoft.Azure.Commands.Common.Authentication.Config.GetConfigCommand","Get-AzConfig","0","2000","The cmdlet 'Get-AzConfig' no longer supports the parameter 'DisableErrorRecordsPersistence' and no alias was found for the original parameter name.","Add the parameter 'DisableErrorRecordsPersistence' back to the cmdlet 'Get-AzConfig', or add an alias to the original parameter name."
"Az.Accounts","Microsoft.Azure.Commands.Common.Authentication.Config.GetConfigCommand","Get-AzConfig","0","1050","The parameter set '__AllParameterSets' for cmdlet 'Get-AzConfig' has been removed.","Add parameter set '__AllParameterSets' back to cmdlet 'Get-AzConfig'."
"Az.Accounts","Microsoft.Azure.Commands.Common.Authentication.Config.UpdateConfigCommand","Update-AzConfig","0","2000","The cmdlet 'Update-AzConfig' no longer supports the parameter 'DisableErrorRecordsPersistence' and no alias was found for the original parameter name.","Add the parameter 'DisableErrorRecordsPersistence' back to the cmdlet 'Update-AzConfig', or add an alias to the original parameter name."
"Az.Accounts","Microsoft.Azure.Commands.Common.Authentication.Config.UpdateConfigCommand","Update-AzConfig","0","1050","The parameter set '__AllParameterSets' for cmdlet 'Update-AzConfig' has been removed.","Add parameter set '__AllParameterSets' back to cmdlet 'Update-AzConfig'."
