"AssemblyFileName","ClassName","Target","Severity","ProblemId","Description","Remediation"
"Az.PostgreSql","Get-AzPostgreSqlConfiguration","Get-AzPostgreSqlConfiguration","1","8410","Parameter ProxyUseDefaultCredentials of cmdlet Get-AzPostgreSqlConfiguration does not follow the enforced naming convention of using a singular noun for a parameter name.","Consider using a singular noun for the parameter name."
"Az.PostgreSql","Get-AzPostgreSqlConnectionString","Get-AzPostgreSqlConnectionString","1","8410","Parameter ProxyUseDefaultCredentials of cmdlet Get-AzPostgreSqlConnectionString does not follow the enforced naming convention of using a singular noun for a parameter name.","Consider using a singular noun for the parameter name."
"Az.PostgreSql","Get-AzPostgreSqlFirewallRule","Get-AzPostgreSqlFirewallRule","1","8410","Parameter ProxyUseDefaultCredentials of cmdlet Get-AzPostgreSqlFirewallRule does not follow the enforced naming convention of using a singular noun for a parameter name.","Consider using a singular noun for the parameter name."
"Az.PostgreSql","Get-AzPostgreSqlFlexibleServer","Get-AzPostgreSqlFlexibleServer","1","8410","Parameter ProxyUseDefaultCredentials of cmdlet Get-AzPostgreSqlFlexibleServer does not follow the enforced naming convention of using a singular noun for a parameter name.","Consider using a singular noun for the parameter name."
"Az.PostgreSql","Get-AzPostgreSqlFlexibleServerConfiguration","Get-AzPostgreSqlFlexibleServerConfiguration","1","8410","Parameter ProxyUseDefaultCredentials of cmdlet Get-AzPostgreSqlFlexibleServerConfiguration does not follow the enforced naming convention of using a singular noun for a parameter name.","Consider using a singular noun for the parameter name."
"Az.PostgreSql","Get-AzPostgreSqlFlexibleServerConnectionString","Get-AzPostgreSqlFlexibleServerConnectionString","1","8410","Parameter ProxyUseDefaultCredentials of cmdlet Get-AzPostgreSqlFlexibleServerConnectionString does not follow the enforced naming convention of using a singular noun for a parameter name.","Consider using a singular noun for the parameter name."
"Az.PostgreSql","Get-AzPostgreSqlFlexibleServerFirewallRule","Get-AzPostgreSqlFlexibleServerFirewallRule","1","8410","Parameter ProxyUseDefaultCredentials of cmdlet Get-AzPostgreSqlFlexibleServerFirewallRule does not follow the enforced naming convention of using a singular noun for a parameter name.","Consider using a singular noun for the parameter name."
"Az.PostgreSql","Get-AzPostgreSqlFlexibleServerLocationBasedCapability","Get-AzPostgreSqlFlexibleServerLocationBasedCapability","1","8410","Parameter ProxyUseDefaultCredentials of cmdlet Get-AzPostgreSqlFlexibleServerLocationBasedCapability does not follow the enforced naming convention of using a singular noun for a parameter name.","Consider using a singular noun for the parameter name."
"Az.PostgreSql","Get-AzPostgreSqlReplica","Get-AzPostgreSqlReplica","1","8410","Parameter ProxyUseDefaultCredentials of cmdlet Get-AzPostgreSqlReplica does not follow the enforced naming convention of using a singular noun for a parameter name.","Consider using a singular noun for the parameter name."
"Az.PostgreSql","Get-AzPostgreSqlServer","Get-AzPostgreSqlServer","1","8410","Parameter ProxyUseDefaultCredentials of cmdlet Get-AzPostgreSqlServer does not follow the enforced naming convention of using a singular noun for a parameter name.","Consider using a singular noun for the parameter name."
